date,section,exports,imports
2021-08-01,7,39266473562.0,32525280891.0
2021-09-01,7,46444043839.0,36420545157.0
2021-10-01,7,48259511922.0,38172285579.0
2021-11-01,7,46378419557.0,40037318893.0
2021-12-01,7,56519609720.0,41278097743.0
2022-01-01,7,50291272921.0,40049633135.0
2022-02-01,7,44402966753.0,34919182561.0
2022-03-01,7,59466331607.0,42289418857.0
2022-04-01,7,53919824931.0,42183795348.0
2022-05-01,7,51531592578.0,45700141212.0
2022-06-01,7,59387221331.0,47640881925.0
2022-07-01,7,53842455286.0,46227239501.0
2022-08-01,7,58360891512.0,47260091423.0
2022-09-01,7,64417896139.0,47712213444.0
2022-10-01,7,56816938773.0,49220583448.0
2022-11-01,7,59673540121.0,47211430585.0
2022-12-01,7,60241396203.0,43362904176.0
2023-01-01,7,52273278855.0,39807988649.0
2023-02-01,7,49850965756.0,36458531776.0
2023-03-01,7,57829531733.0,42659980001.0
2023-04-01,7,49009139251.0,38231108283.0
2023-05-01,7,52997650244.0,40516212368.0
2023-06-01,7,60366373877.0,38500722442.0
2023-07-01,7,56195105044.0,40679147508.0
2023-08-01,7,49700967139.0,41985748739.0
2023-09-01,7,60747670128.0,43187347784.0
2023-10-01,7,56327672615.0,45980983411.0
2023-11-01,7,51934685154.0,47284567973.0
2023-12-01,7,52972611645.0,45262655639.0
2024-01-01,7,50937129034.0,45939338748.0
2024-02-01,7,46570816926.0,41182469020.0
2024-03-01,7,58259303991.0,49348418434.0
2024-04-01,7,50958598903.0,46595454738.0
2024-05-01,7,57168604751.0,51039325001.0
2024-06-01,7,60214059389.0,44528799173.0
2024-07-01,7,59275334549.0,43708855295.0
2024-08-01,7,58094871085.0,58466832406.0
2024-09-01,7,61503868007.0,53481292468.0
2024-10-01,7,60324497019.0,56144996734.0
2024-11-01,7,58890577186.0,52814089224.0
2024-12-01,7,66711814117.0,58421482388.0
2025-01-01,7,57739945113.0,60459697195.0
2025-02-01,7,54604888905.0,50785444269.0
2025-03-01,7,70866731552.0,54860380356.0
2025-04-01,7,68718588342.99999,70772846568.0
2000-01-01,8,2026711654.0,1080749181.0
2000-02-01,8,1922449106.0,1073374511.0
2000-03-01,8,2368704586.0,1336696858.0
2000-04-01,8,2333513182.0,1379049140.0
2000-05-01,8,2480702004.0,1379298437.0
2000-06-01,8,2505145689.0,1487825601.0
2000-07-01,8,2722661037.0,1666909273.0
2000-08-01,8,2809204982.0,1825761523.0
2000-09-01,8,2907182376.0,1757039854.0
2000-10-01,8,2755527683.0,1601335529.0
2000-11-01,8,2636361626.0,1626745808.0
2000-12-01,8,2456888764.0,1444135852.0
2001-01-01,8,2204176351.0,1543830955.0
2001-02-01,8,2339127998.0,1330924798.0
2001-03-01,8,2350768324.0,1398542026.0
2001-04-01,8,2276885363.0,1343330641.0
2001-05-01,8,2450464823.0,1291827084.0
2001-06-01,8,2479546764.0,1224415648.0
2001-07-01,8,2539374599.0,1323074145.0
2001-08-01,8,2620763100.0,1244485014.0
2001-09-01,8,2382496968.0,1222023311.0
2001-10-01,8,2816113737.0,1284137203.0
2001-11-01,8,2375489585.0,1408509779.0
2001-12-01,8,2336218970.0,1115224029.0
2002-01-01,8,2297224384.0,1179250674.0
2002-02-01,8,1907790863.0,1057738977.0
2002-03-01,8,2509053308.0,1387132032.0
2002-04-01,8,2364644217.0,1465850615.0
2002-05-01,8,2572360349.0,1459568221.0
2002-06-01,8,2360705022.0,1376285810.0
2002-07-01,8,2657804732.0,1524272698.0
2002-08-01,8,2850065830.0,1586660812.0
2002-09-01,8,2812670599.0,1533207934.0
2002-10-01,8,2857260674.0,1522351513.0
2002-11-01,8,2804782175.0,1538437789.0
2002-12-01,8,2458474537.0,1556036195.0
2003-01-01,8,2654894774.0,1366554542.0
2003-02-01,8,2015173633.0,1179026783.0
2003-03-01,8,2764050136.0,1401359771.0
2003-04-01,8,2788919332.0,1356422060.0
2003-05-01,8,2761586814.0,1317922665.0
2003-06-01,8,2793800990.0,1473955324.0
2003-07-01,8,2923902723.0,1583569947.0
2003-08-01,8,3042690135.0,1507724230.0
2003-09-01,8,2802798021.0,1683832236.0
2003-10-01,8,3186892259.0,1783746563.0
2003-11-01,8,2754935915.0,1557090963.0
2003-12-01,8,3147325496.0,1916250510.0
2004-01-01,8,2932501389.0,1599158813.0
2004-02-01,8,2807371790.0,1615898869.0
2004-03-01,8,3289912894.0,2123678459.0
2004-04-01,8,3505942192.0,2028205183.0
2004-05-01,8,3376664383.0,1938910158.0
2004-06-01,8,3655264500.0,2080054741.0
2004-07-01,8,3865204983.0,2188706947.0
2004-08-01,8,3626340072.0,1994752399.0
2004-09-01,8,3777826091.0,2232657902.0
2004-10-01,8,3730347458.0,2120739441.0
2004-11-01,8,3117666577.0,1804244461.0
2004-12-01,8,3671329336.0,2018851652.0
2005-01-01,8,3356282447.0,1617359596.0
2005-02-01,8,3037587897.0,1514258020.0
2005-03-01,8,3882694922.0,1790991798.0
2005-04-01,8,3746145164.0,1781044034.0
2005-05-01,8,3736816208.0,1813673428.0
2005-06-01,8,3686800766.0,1871606154.0
2005-07-01,8,3881523911.0,1952563827.0
2005-08-01,8,3967314638.0,1914532465.0
2005-09-01,8,4190680431.0,2058178681.0
2005-10-01,8,4246846585.0,2174431320.0
2005-11-01,8,3433224599.0,1955137230.0
2005-12-01,8,4068011127.0,2157737739.0
2006-01-01,8,3681034620.0,1854344317.0
2006-02-01,8,3436426219.0,1846967213.0
2006-03-01,8,4260780836.0,2222942842.0
2006-04-01,8,3557554151.0,2228613089.0
2006-05-01,8,3962703953.0,2288257088.0
2006-06-01,8,4155250351.0,2273978060.0
2006-07-01,8,4395730724.0,2224540111.0
2006-08-01,8,4731417422.0,2311757493.0
2006-09-01,8,4625869459.0,2263860459.0
2006-10-01,8,4054452094.0,2137544290.0
2006-11-01,8,4436419627.0,2152829723.0
2006-12-01,8,4635875065.0,2410424100.0
2007-01-01,8,4202779524.0,1877589912.0
2007-02-01,8,3517655127.0,1579729857.0
2007-03-01,8,4328305323.0,2000968498.0
2007-04-01,8,4131313619.0,2130814467.0
2007-05-01,8,4303053568.0,1992313257.0
2007-06-01,8,4393382709.0,1869324090.0
2007-07-01,8,4424152128.0,2046406267.0
2007-08-01,8,4860573608.0,2258228112.0
2007-09-01,8,4722343751.0,2115641627.0
2007-10-01,8,4370823331.0,2347766832.0
2007-11-01,8,4484143919.0,2182894415.0
2007-12-01,8,4199206159.0,2294908997.0
2008-01-01,8,4262390323.0,2095140284.0
2008-02-01,8,3770232761.0,1882924159.0
2008-03-01,8,4233012723.0,2154587528.0
2008-04-01,8,4477190493.0,2316196808.0
2008-05-01,8,4604964143.0,2515414342.0
2008-06-01,8,4702488845.0,2422997065.0
2008-07-01,8,5331476390.0,2671464403.0
2008-08-01,8,4845502548.0,2448835758.0
2008-09-01,8,5082448756.0,3234008180.0
2008-10-01,8,4969343003.0,2363021136.0
2008-11-01,8,5118535119.0,2345687197.0
2008-12-01,8,4448500794.0,2178579555.0
2009-01-01,8,3833272994.0,1757612262.0
2009-02-01,8,3493163850.0,1518441841.0
2009-03-01,8,4080439845.0,1869355117.0
2009-04-01,8,4283184854.0,1975744969.0
2009-05-01,8,4234758049.0,2059026074.0
2009-06-01,8,4167620056.0,2152558192.0
2009-07-01,8,4889553276.0,2485155877.0
2009-08-01,8,4664242009.0,2270592616.0
2009-09-01,8,4198586095.0,2317986192.0
2009-10-01,8,5073083983.0,2555460026.0
2009-11-01,8,4396143085.0,2237869842.0
2009-12-01,8,4888148947.0,2617841857.0
2010-01-01,8,5063353097.0,2288100277.0
2010-02-01,8,4216940603.0,2030672830.0
2010-03-01,8,5353448832.0,2665434261.0
2010-04-01,8,5205918877.0,2491922507.0
2010-05-01,8,4955832561.0,2443981682.0
2010-06-01,8,5093581216.0,2823831636.0
2010-07-01,8,5752933093.0,2852476567.0
2010-08-01,8,5213975432.0,2806284887.0
2010-09-01,8,4736207045.0,2823433097.0
2010-10-01,8,5611578530.0,3049286450.0
2010-11-01,8,4961604032.0,2787082225.0
2010-12-01,8,5241311792.0,3012661895.0
2011-01-01,8,5140823952.0,2782645384.0
2011-02-01,8,4273144206.0,2245723664.0
2011-03-01,8,5569687524.0,2925594824.0
2011-04-01,8,5595219695.0,2803828602.0
2011-05-01,8,5299101621.0,2846273467.0
2011-06-01,8,5582968600.0,3184039346.0
2011-07-01,8,5833069738.0,3268489895.0
2011-08-01,8,5700332456.0,3254942166.0
2011-09-01,8,5423500627.0,3245052033.0
2011-10-01,8,5807932343.0,3109775265.0
2011-11-01,8,4991021557.0,3129220984.0
2011-12-01,8,5490543423.0,3216382119.0
2012-01-01,8,4910850953.0,2742485827.0
2012-02-01,8,5107578003.0,2745745140.0
2012-03-01,8,5841506079.0,2930636435.0
2012-04-01,8,5690922127.0,3113912448.0
2012-05-01,8,5822857319.0,3257481084.0
2012-06-01,8,6211957063.0,3402741147.0
2012-07-01,8,6297128486.0,3373312024.0
2012-08-01,8,5721750073.0,3100616935.0
2012-09-01,8,6031434867.0,3034021506.0
2012-10-01,8,6006343653.0,3336751035.0
2012-11-01,8,5629729267.0,3186398718.0
2012-12-01,8,5432337494.0,3190124420.0
2013-01-01,8,5413883393.0,2877518597.0
2013-02-01,8,4475098356.0,2424169508.0
2013-03-01,8,5754692671.0,2913446634.0
2013-04-01,8,5668693354.0,3049131750.0
2013-05-01,8,5508738768.0,2934903092.0
2013-06-01,8,5579350115.0,3061054238.0
2013-07-01,8,5649062201.0,3420561348.0
2013-08-01,8,5634140196.0,2915575432.0
2013-09-01,8,5811045806.0,3121220997.0
2013-10-01,8,6175763154.0,3482966320.0
2013-11-01,8,5724043135.0,3379767400.0
2013-12-01,8,5924142482.0,3505552919.0
2014-01-01,8,6105058183.0,3211391081.0
2014-02-01,8,5128596913.0,2835908909.0
2014-03-01,8,6061296543.0,3490295284.0
2014-04-01,8,6199895560.0,3683703260.0
2014-05-01,8,6454168159.0,3582751317.0
2014-06-01,8,6055099672.0,3451340566.0
2014-07-01,8,5916541760.0,3518436017.0
2014-08-01,8,6342207796.0,3427450034.0
2014-09-01,8,6200700821.0,3369953109.0
2014-10-01,8,6303646948.0,3625355872.0
2014-11-01,8,6340898754.0,3516443696.0
2014-12-01,8,6608836435.0,4061001480.0
2015-01-01,8,6878414631.0,3595473247.0
2015-02-01,8,5500742230.0,2877526241.0
2015-03-01,8,6908376301.0,3686286880.0
2015-04-01,8,6746273655.0,3901315270.0
2015-05-01,8,6406592900.0,4316426243.0
2015-06-01,8,6825645727.0,4556013806.0
2015-07-01,8,6832453283.0,4167238034.0
2015-08-01,8,7355169642.0,3965104826.0
2015-09-01,8,7323058900.0,4611456737.0
2015-10-01,8,8220405084.0,4768670977.0
2015-11-01,8,7254171508.0,4745486194.0
2015-12-01,8,8233982020.0,5256302674.0
2016-01-01,8,7821516341.0,4511453702.0
2016-02-01,8,6493149661.0,3662628472.0
2016-03-01,8,7482288818.0,4321211689.0
2016-04-01,8,7076342611.0,4384543022.0
2016-05-01,8,6814963504.0,4740455660.0
2016-06-01,8,7525586534.0,4941634474.0
2016-07-01,8,6959428718.0,4042001177.0
2016-08-01,8,7410627582.0,4595823956.0
2016-09-01,8,7400746883.0,4587740629.0
2016-10-01,8,7704952831.0,4609441445.0
2016-11-01,8,7741142429.0,5029599497.0
2016-12-01,8,8598700736.0,5132288010.0
2017-01-01,8,7719745507.0,5001577949.0
2017-02-01,8,8012515880.0,4118514066.0
2017-03-01,8,9275491650.0,5199407441.0
2017-04-01,8,8407665004.0,4693292577.0
2017-05-01,8,8646163898.0,5454387331.0
2017-06-01,8,7771631182.0,4735613317.0
2017-07-01,8,9041715664.0,5057763277.0
2017-08-01,8,9527652321.0,5090380531.0
2017-09-01,8,8995894598.0,4935661539.0
2017-10-01,8,9056207923.0,5201296722.0
2017-11-01,8,9239559590.0,5420143887.0
2017-12-01,8,8951320469.0,4997537469.0
2018-01-01,8,9078575181.0,4901372171.0
2018-02-01,8,8200021492.0,4316477115.0
2018-03-01,8,9459628250.0,4403210009.0
2018-04-01,8,8729835885.0,4730622634.0
2018-05-01,8,9111553595.0,4764617670.0
2018-06-01,8,9188647596.0,5319650819.0
2018-07-01,8,9632023149.0,5377255608.0
2018-08-01,8,9804357183.0,5729951099.0
2018-09-01,8,9808574899.0,4734541411.0
2018-10-01,8,9910533345.0,5121568584.0
2018-11-01,8,9471508756.0,5169456705.0
2018-12-01,8,9688925553.0,5206088228.0
2019-01-01,8,9627467857.0,4974498434.0
2019-02-01,8,7656332652.0,3703377456.0
2019-03-01,8,10000107464.0,4596279293.0
2019-04-01,8,9688613709.0,5112472841.0
2019-05-01,8,9955412600.0,5236551198.0
2019-06-01,8,8623839264.0,4486521770.0
2019-07-01,8,10392388016.0,5181119268.0
2019-08-01,8,9800998561.0,5058256071.0
2019-09-01,8,10381707072.0,4866872261.0
2019-10-01,8,11233980259.0,5055736784.0
2019-11-01,8,10808602965.0,5518093573.0
2019-12-01,8,11098959003.0,5541085416.0
2020-01-01,8,10091934468.0,4927377454.0
2020-02-01,8,10745144872.0,4126244253.0
2020-03-01,8,9901760964.0,4066663230.0
2020-04-01,8,7400777361.0,3446210178.0
2020-05-01,8,9138674924.0,3897792918.0
2020-06-01,8,12657953851.0,4836318952.0
2020-07-01,8,13449647438.0,4853331854.0
2020-08-01,8,13473419232.0,5051304083.0
2020-09-01,8,13888024883.0,5101948849.0
2020-10-01,8,14934081111.0,5057738272.0
2020-11-01,8,14063941766.0,5015659817.0
2020-12-01,8,14904512550.0,5508030579.0
2021-01-01,8,14756120004.0,4935298877.0
2021-02-01,8,14674039699.0,4625588431.0
2021-03-01,8,17467642076.0,5424356137.0
2021-04-01,8,17165963142.0,5767616184.0
2021-05-01,8,14980910254.0,5670651060.0
2021-06-01,8,16308090035.0,5428653142.0
2021-07-01,8,12598020353.0,5294466553.0
2021-08-01,8,12400660592.0,5032101761.0
2021-09-01,8,13800373375.0,5365311939.0
2021-10-01,8,13159229711.0,5394629197.0
2021-11-01,8,13846893756.0,6021356881.0
2021-12-01,8,14897526269.0,6321117325.0
2022-01-01,8,12597742312.0,6104489317.0
2022-02-01,8,11187750453.0,5333364038.0
2022-03-01,8,14018471857.0,7003254752.0
2022-04-01,8,14103262747.0,6348268265.0
2022-05-01,8,12175682042.0,6610006631.0
2022-06-01,8,16091502808.0,7189627387.0
2022-07-01,8,13654694641.0,7233180164.0
2022-08-01,8,15062058722.0,7902630593.0
2022-09-01,8,14876777902.0,6756371220.0
2022-10-01,8,12175824543.0,6747108619.0
2022-11-01,8,13168158731.0,7844725913.0
2022-12-01,8,13623197307.0,7722618055.0
2023-01-01,8,10412981757.0,6392161396.0
2023-02-01,8,10783053535.0,5359102261.0
2023-03-01,8,13402011255.0,6839353152.0
2023-04-01,8,9527065882.0,5524219931.0
2023-05-01,8,11859112402.0,6260134202.0
2023-06-01,8,12249123233.0,6206819863.0
2023-07-01,8,12375317873.0,6682347715.0
2023-08-01,8,12376062887.0,6468238199.0
2023-09-01,8,12845368289.0,6630379415.0
2023-10-01,8,12950046707.0,6909655832.0
2023-11-01,8,12292081709.0,7589615091.0
2023-12-01,8,12708830576.0,7473847065.0
2024-01-01,8,12695682849.0,7639220723.0
2024-02-01,8,11909877535.0,6249666141.0
2024-03-01,8,14243760519.0,6566148198.0
2024-04-01,8,12435200414.0,7171084496.0
2024-05-01,8,14937506446.0,7344489904.0
2024-06-01,8,13823035985.0,12762406392.0
2024-07-01,8,15209571513.0,13727069474.0
2024-08-01,8,16364224682.0,7581374519.0
2024-09-01,8,13659441966.0,6669158278.0
2024-10-01,8,14770014948.0,7193957432.0
2024-11-01,8,15437090639.0,7895657001.0
2024-12-01,8,14861991168.0,8174497584.0
2025-01-01,8,12950559748.0,7546398983.0
2025-02-01,8,13737035836.0,6716527781.0
2025-03-01,8,14782858306.0,7377340744.0
2025-04-01,8,14034719620.0,7891108425.0
2000-01-01,9,229883181.0,774363344.0
2000-02-01,9,217203495.0,469026470.0
2000-03-01,9,262696514.0,822460927.0
2000-04-01,9,240322014.0,701757670.0
2000-05-01,9,253977343.0,791103732.0
2000-06-01,9,263364009.0,674416345.0
2000-07-01,9,267044431.0,675160928.0
2000-08-01,9,273941568.0,688052532.0
2000-09-01,9,254519214.0,671968983.0
2000-10-01,9,290897109.0,682825464.0
2000-11-01,9,273239664.0,754435176.0
2000-12-01,9,260539023.0,623966698.0
2001-01-01,9,234833200.0,590779483.0
2001-02-01,9,260367135.0,669967341.0
2001-03-01,9,274454532.0,690822255.0
2001-04-01,9,302152900.0,797472713.0
2001-05-01,9,359042359.0,731306084.0
2001-06-01,9,342440676.0,861479058.0
2001-07-01,9,333182065.0,824046200.0
2001-08-01,9,340893403.0,739759594.0
2001-09-01,9,339433494.0,782229962.0
2001-10-01,9,351363339.0,911803118.0
2001-11-01,9,332018071.0,941468990.0
2001-12-01,9,296919967.0,756727842.0
2002-01-01,9,334080330.0,782537099.0
2002-02-01,9,290625576.0,616849479.0
2002-03-01,9,376646710.0,797173079.0
2002-04-01,9,375223368.0,793310446.0
2002-05-01,9,371974512.0,813165156.0
2002-06-01,9,350038461.0,739986582.0
2002-07-01,9,385844791.0,962067996.0
2002-08-01,9,393338393.0,889731778.0
2002-09-01,9,390775915.0,837117110.0
2002-10-01,9,406203603.0,990474681.0
2002-11-01,9,367837710.0,848732350.0
2002-12-01,9,367631044.0,750227654.0
2003-01-01,9,443658120.0,645919064.0
2003-02-01,9,299298132.0,568108026.0
2003-03-01,9,419391613.0,765979966.0
2003-04-01,9,402882551.0,879270264.0
2003-05-01,9,383764635.0,840405930.0
2003-06-01,9,369768903.0,828717581.0
2003-07-01,9,420435172.0,765068761.0
2003-08-01,9,449904272.0,725590342.0
2003-09-01,9,461760750.0,871741135.0
2003-10-01,9,469424601.0,1000055848.0
2003-11-01,9,464126328.0,923405533.0
2003-12-01,9,527231188.0,894897389.0
2004-01-01,9,449126831.0,766686880.0
2004-02-01,9,448089704.0,695506528.0
2004-03-01,9,544766737.0,1003337127.0
2004-04-01,9,530661816.0,1067819013.0
2004-05-01,9,488019958.0,1068786921.0
2004-06-01,9,515963193.0,1103232334.0
2004-07-01,9,585121402.0,1066828876.0
2004-08-01,9,565897450.0,1081571835.0
2004-09-01,9,569047882.0,1104276834.0
2004-10-01,9,595426176.0,1028530524.0
2004-11-01,9,630679819.0,899303292.0
2004-12-01,9,712798879.0,1027983204.0
2005-01-01,9,618936823.0,897365947.0
2005-02-01,9,566643789.0,794397713.0
2005-03-01,9,713822613.0,1181278957.0
2005-04-01,9,628249733.0,1114169980.0
2005-05-01,9,646820046.0,1091274108.0
2005-06-01,9,705418028.0,1100793088.0
2005-07-01,9,675634251.0,1063197652.0
2005-08-01,9,702270759.0,1104317136.0
2005-09-01,9,727373571.0,1175606199.0
2005-10-01,9,714726981.0,1187436327.0
2005-11-01,9,650127322.0,1003382777.0
2005-12-01,9,732987630.0,1156471770.0
2006-01-01,9,706548739.0,932725612.0
2006-02-01,9,636494486.0,973223334.0
2006-03-01,9,764706886.0,1252423785.0
2006-04-01,9,779442502.0,1028318084.0
2006-05-01,9,920310853.0,1163451560.0
2006-06-01,9,893179430.0,1199475681.0
2006-07-01,9,1019109610.0,1233724310.0
2006-08-01,9,1022582772.0,1243285105.0
2006-09-01,9,896528213.0,1308469116.0
2006-10-01,9,770735529.0,1275855694.0
2006-11-01,9,870705143.0,1314498919.0
2006-12-01,9,860505837.0,1306659030.0
2007-01-01,9,701370782.0,1320670900.0
2007-02-01,9,578639932.0,995454626.0
2007-03-01,9,736398020.0,1373197824.0
2007-04-01,9,712350938.0,1370088972.0
2007-05-01,9,732874978.0,1468946268.0
2007-06-01,9,683463299.0,1427541175.0
2007-07-01,9,745864789.0,1512515670.0
2007-08-01,9,771400785.0,1552891532.0
2007-09-01,9,756679149.0,1502216306.0
2007-10-01,9,766623082.0,1409190218.0
2007-11-01,9,817205016.0,1428698009.0
2007-12-01,9,759064675.0,1391571959.0
2008-01-01,9,940334535.0,1421537360.0
2008-02-01,9,547214981.0,1039127412.0
2008-03-01,9,374438203.0,956139227.0
2008-04-01,9,413560595.0,1130503193.0
2008-05-01,9,469545719.0,1105146253.0
2008-06-01,9,450836092.0,1082216314.0
2008-07-01,9,644853376.0,1235792525.0
2008-08-01,9,471759838.0,1055271540.0
2008-09-01,9,462941995.0,1275144653.0
2008-10-01,9,460849785.0,1082123349.0
2008-11-01,9,372754844.0,1183308102.0
2008-12-01,9,359452703.0,799968285.0
2009-01-01,9,275255942.0,584859400.0
2009-02-01,9,421545075.0,555776871.0
2009-03-01,9,467583447.0,810841433.0
2009-04-01,9,317655753.0,999099662.0
2009-05-01,9,294487275.0,864541210.0
2009-06-01,9,366637501.0,1181888707.0
2009-07-01,9,362615413.0,1003136279.0
2009-08-01,9,320938453.0,891760105.0
2009-09-01,9,378768568.0,846405591.0
2009-10-01,9,447472662.0,786307344.0
2009-11-01,9,376201354.0,656205444.0
2009-12-01,9,465057000.0,724285645.0
2010-01-01,9,291488870.0,764467223.0
2010-02-01,9,308848046.0,611191447.0
2010-03-01,9,334576940.0,1080900527.0
2010-04-01,9,385106614.0,867318950.0
2010-05-01,9,337306406.0,672309098.0
2010-06-01,9,321352945.0,762668340.0
2010-07-01,9,291340552.0,908542271.0
2010-08-01,9,265488137.0,957659332.0
2010-09-01,9,280657038.0,659566832.0
2010-10-01,9,338047527.0,733717943.0
2010-11-01,9,299908296.0,859868470.0
2010-12-01,9,326453314.0,918940584.0
2011-01-01,9,301755228.0,920369662.0
2011-02-01,9,272169194.0,903006364.0
2011-03-01,9,381063961.0,1059871032.0
2011-04-01,9,333807944.0,893965664.0
2011-05-01,9,313669828.0,971543249.0
2011-06-01,9,370373383.0,1029041378.0
2011-07-01,9,336302821.0,981764735.0
2011-08-01,9,390025787.0,849319822.0
2011-09-01,9,385205264.0,1008449724.0
2011-10-01,9,339250265.0,1327566641.0
2011-11-01,9,415575615.0,954405996.0
2011-12-01,9,353356496.0,997958015.0
2012-01-01,9,373115640.0,1189301755.0
2012-02-01,9,396281200.0,1518603226.0
2012-03-01,9,434121449.0,1253950739.0
2012-04-01,9,416483307.0,1233110211.0
2012-05-01,9,413533830.0,1158555007.0
2012-06-01,9,471266401.0,1010946183.0
2012-07-01,9,426823774.0,1008770012.0
2012-08-01,9,461723628.0,786395909.0
2012-09-01,9,687708349.0,786579595.0
2012-10-01,9,599011255.0,870059345.0
2012-11-01,9,556237068.0,806629061.0
2012-12-01,9,480953228.0,872852553.0
2013-01-01,9,427699118.0,1000727958.0
2013-02-01,9,408509257.0,727927689.0
2013-03-01,9,435425879.0,926753886.0
2013-04-01,9,501828557.0,1590296381.0
2013-05-01,9,361507637.0,1922029669.0
2013-06-01,9,386317572.0,1458013687.0
2013-07-01,9,355188206.0,1750684917.0
2013-08-01,9,388378650.0,932038724.0
2013-09-01,9,405086981.0,1242086644.0
2013-10-01,9,354995401.0,1042409381.0
2013-11-01,9,331487497.0,954944348.0
2013-12-01,9,336602288.0,1039297255.0
2014-01-01,9,367739406.0,1182230684.0
2014-02-01,9,425244751.0,905853205.0
2014-03-01,9,485986766.0,1233308770.0
2014-04-01,9,464395499.0,1228380258.0
2014-05-01,9,425318736.0,1450344594.0
2014-06-01,9,359974989.0,1163446957.0
2014-07-01,9,384609179.0,1040156350.0
2014-08-01,9,347106289.0,1305347309.0
2014-09-01,9,342182944.0,1238711371.0
2014-10-01,9,337315676.0,1317834055.0
2014-11-01,9,270232994.0,1083237527.0
2014-12-01,9,355846344.0,974162624.0
2015-01-01,9,417613338.0,864829603.0
2015-02-01,9,319602922.0,980469545.0
2015-03-01,9,280497069.0,1476226198.0
2015-04-01,9,292824731.0,1214399851.0
2015-05-01,9,326052670.0,1129756640.0
2015-06-01,9,345704358.0,1252162909.0
2015-07-01,9,375374037.0,1202968652.0
2015-08-01,9,317650200.0,1392143373.0
2015-09-01,9,362537778.0,1198184791.0
2015-10-01,9,365086796.0,1090750413.0
2015-11-01,9,321583834.0,1308451126.0
2015-12-01,9,306019306.0,1290252459.0
2016-01-01,9,325494598.0,1304186031.0
2016-02-01,9,321932156.0,797613663.0
2016-03-01,9,310269203.0,824060197.0
2016-04-01,9,283266968.0,836354402.0
2016-05-01,9,341792474.0,1026558069.0
2016-06-01,9,521760786.0,966807074.0
2016-07-01,9,415759937.0,706877219.0
2016-08-01,9,486783286.0,1158090348.0
2016-09-01,9,434681742.0,1002718406.0
2016-10-01,9,478736328.0,1271077545.0
2016-11-01,9,550365897.0,1198372053.0
2016-12-01,9,557381976.0,1492241672.0
2017-01-01,9,667443230.0,1096142284.0
2017-02-01,9,659935714.0,1204702570.0
2017-03-01,9,758748202.0,1421098293.0
2017-04-01,9,628861467.0,1395377506.0
2017-05-01,9,703219896.0,1696614450.0
2017-06-01,9,631117135.0,1364873167.0
2017-07-01,9,739417269.0,1683398288.0
2017-08-01,9,915750203.0,1526932818.0
2017-09-01,9,723787095.0,1332591698.0
2017-10-01,9,586400803.0,1389268290.0
2017-11-01,9,666317916.0,1445735610.0
2017-12-01,9,641475944.0,1606330364.0
2018-01-01,9,875312193.0,1291796192.0
2018-02-01,9,735339968.0,1086613672.0
2018-03-01,9,967333256.0,1686736773.0
2018-04-01,9,1082241138.0,1557045429.0
2018-05-01,9,1418884664.0,1539665006.0
2018-06-01,9,604936459.0,1453759649.0
2018-07-01,9,502723452.0,1613557713.0
2018-08-01,9,467141061.0,1364747113.0
2018-09-01,9,470917747.0,1149489998.0
2018-10-01,9,489924470.0,1148930037.0
2018-11-01,9,492040617.0,1254074910.0
2018-12-01,9,587075314.0,1150677705.0
2019-01-01,9,507949740.0,1209674563.0
2019-02-01,9,413207046.0,938204535.0
2019-03-01,9,473940611.0,1398181968.0
2019-04-01,9,525276391.0,1445162019.0
2019-05-01,9,600993604.0,1534010993.0
2019-06-01,9,526431430.0,1136210420.0
2019-07-01,9,613961817.0,1252488734.0
2019-08-01,9,655276457.0,968736811.0
2019-09-01,9,426329060.0,986332836.0
2019-10-01,9,408884058.0,1166726300.0
2019-11-01,9,447851115.0,1380419042.0
2019-12-01,9,483724574.0,1378441793.0
2020-01-01,9,473242368.0,1095706815.0
2020-02-01,9,435887925.0,1223625596.0
2020-03-01,9,329427010.0,872592653.0
2020-04-01,9,84792344.0,396898412.0
2020-05-01,9,236091714.0,411430368.0
2020-06-01,9,234062549.0,1221811145.0
2020-07-01,9,262385045.0,1075381143.0
2020-08-01,9,248504644.0,1849270772.0
2020-09-01,9,289323955.0,1608384195.0
2020-10-01,9,296855748.0,1287214805.0
2020-11-01,9,225371865.0,1966844171.0
2020-12-01,9,308572318.0,2032665355.0
2021-01-01,9,279117516.0,2527121893.0
2021-02-01,9,288357445.0,2111185932.0
2021-03-01,9,336847568.0,3902902636.0
2021-04-01,9,411209184.0,2509139592.0
2021-05-01,9,308974557.0,1588178947.0
2021-06-01,9,360084778.0,1009067668.0
2021-07-01,9,313995281.0,845691260.0
2021-08-01,9,319646817.0,1150947172.0
2021-09-01,9,324023314.0,2254589234.0
2021-10-01,9,387162648.0,2465143886.0
2021-11-01,9,399543687.0,1731680517.0
2021-12-01,9,399385570.0,1868721928.0
2022-01-01,9,427712730.0,1690717256.0
2022-02-01,9,379799360.0,1396563407.0
2022-03-01,9,716036992.0,1339839735.0
2022-04-01,9,517441172.0,1580063247.0
2022-05-01,9,513972103.0,2964367820.0
2022-06-01,9,555114658.0,2780988697.0
2022-07-01,9,440710166.0,2537281188.0
2022-08-01,9,549498300.0,2035177187.0
2022-09-01,9,487195782.0,2391505012.0
2022-10-01,9,580598408.0,1765257636.0
2022-11-01,9,639108564.0,1798405962.0
